6301 2
112 -0.96099347 0.266956
4230 -0.98176587 -0.35822812
96 -0.9421054 -0.37844858
5417 -1.2364241 -1.6952387
4864 -1.069176 0.5853898
584 -0.9688591 -0.44949183
816 -0.9893666 0.2237815
270 -1.0929031 -1.2813863
3558 -1.0052397 0.13657439
1743 -1.1356578 -1.3325139
706 -1.01129 -0.64703965
509 -0.9240921 -0.23194058
2787 -1.0023146 -0.10989546
1429 -0.99706644 0.23634896
1610 -1.0214254 -0.86312747
1041 -0.9635467 0.38424444
1344 -0.98459184 -0.32398987
4492 -1.0358051 -0.71638834
6114 -1.0344418 0.4789812
2485 -1.0314327 -0.9297353
136 -1.0030514 -0.58362925
5343 -0.95812225 -0.15636736
3077 -1.523333 1.5012872
1413 -0.8949271 -0.4239943
4434 -1.017883 0.2761025
3310 -0.93180925 -0.2433627
4857 -1.0176599 -1.3516899
3615 -0.91207266 -0.109657265
2870 -0.9325067 -0.3282025
605 -1.3074087 1.2075057
334 -1.017182 0.1894612
4557 -1.1396444 -1.4412295
3489 -0.953279 -0.46436197
2952 -1.0431546 -1.0092537
617 -1.6622925 -2.56404
2444 -0.96121097 -0.038296632
3273 -1.0288882 -0.9764631
475 -1.1182562 -1.3947811
3210 -0.9468835 -0.8324454
5003 -1.0530312 -0.94380516
760 -1.0031471 -0.80012035
984 -1.0651745 0.45759
1359 -0.9658978 -0.03561525
4355 -0.93785614 -0.45253265
2946 -1.0531656 -1.1441118
4124 -0.97897655 -0.538593
937 -1.2286205 1.0538332
3374 -0.99408203 0.2343343
534 -1.0046012 -0.1599477
4662 -1.0140624 -0.40451422
4002 -1.3251884 1.309651
1845 -0.9331709 -0.4662972
1644 -1.041333 0.49799606
2392 -1.0156096 -0.5963402
5281 -1.3996968 1.3400826
2678 -1.0706401 -1.3123074
3235 -0.97204643 -0.6658614
138 -1.0191543 -0.39921412
3900 -1.0037745 0.20167986
3658 -0.9702652 0.19724362
964 -1.0053928 0.23348612
3815 -0.9592733 -0.22886384
906 -1.0097178 0.29913935
36 -1.4930109 1.5433728
1589 -0.9598212 -0.022173304
4308 -0.98960847 -0.40996528
2681 -0.97099566 -0.08257547
4541 -1.1287284 -1.3717825
4686 -1.0735512 0.54565114
2921 -0.9750831 -0.3739089
5944 -1.0248302 -1.1318411
580 -0.92654 -0.10070896
1819 -0.9602316 -0.5398901
655 -0.9312942 -0.11875357
5899 -1.0655543 -1.3261513
2193 -1.4066827 1.3827425
2312 -1.4198476 1.3979746
4629 -0.98074913 -0.6484845
5980 -0.9439605 -0.5253225
3856 -1.5361675 1.5703888
1605 -1.0049464 0.17653987
300 -0.9946003 -0.0118641835
3469 -0.9785009 0.18539588
5152 -0.9776148 0.14035697
3956 -1.0883411 -1.0514883
2014 -0.9744988 -0.48727363
5670 -0.9820387 -0.50733054
2821 -1.2276456 1.0001956
4944 -0.9374527 0.07438308
665 -1.5454128 1.5434346
5977 -0.9475762 -0.025975754
3991 -1.0540911 -0.9680449
4694 -0.90487236 -0.6760942
2223 -0.9631564 -0.32385132
1341 -0.91351515 -0.37784052
3017 -0.97441834 -0.26051185
4078 -1.0508432 -0.9496519
5535 -0.9498135 0.018499525
1799 -0.9532233 -0.34160084
459 -0.996683 0.094404675
4798 -0.9320166 -0.2969704
2577 -0.98339456 0.20589468
5214 -0.98280495 -0.57449126
4839 -0.9734165 0.12651113
2638 -0.94744337 0.23530008
2904 -1.1425232 0.59908164
4783 -0.9799743 -0.50936735
4569 -1.1191047 0.5504938
3451 -0.9425917 -0.66859764
4400 -1.0426645 0.43861502
4803 -0.97371113 0.17955084
6049 -1.0602461 -0.9611095
5160 -1.0122654 0.19136988
528 -0.9740118 -0.38130063
1721 -0.9173646 -0.4361984
2767 -1.3348565 1.2178308
894 -0.95705616 -0.44409597
4748 -0.95297545 -0.68804216
709 -1.0589244 -1.0619552
2343 -1.0075288 -0.04422134
6152 -1.0159796 0.31454095
747 -0.9310783 -0.55764884
6108 -0.97069955 0.00023463907
5163 -1.112529 -1.3107562
2176 -1.2354027 1.1229278
152 -1.0463703 0.1102282
6249 -1.1061019 -1.2639723
1289 -0.9304093 0.121265545
5197 -1.0539002 -1.1093138
3207 -1.0042565 0.007958335
201 -0.97658175 -0.8368263
5970 -0.94897956 -0.8234098
704 -0.9456623 -0.014153105
869 -0.9770166 -0.5043879
3670 -0.99403083 -0.3703528
5644 -0.949245 -0.5611169
1794 -0.9922182 -0.39335263
2897 -1.0257931 0.1896986
2803 -0.951403 -0.09593375
5701 -0.99572617 -0.09515094
5296 -0.8386251 -0.48407897
4890 -0.95196134 -0.118406996
4732 -1.0483112 0.43951187
27 -0.925403 -0.54180413
3738 -0.9730042 -0.5655731
1958 -0.95689327 0.11135766
6241 -1.0074769 -1.1348165
6252 -1.1388267 -1.3871678
5113 -1.1319183 -1.4350997
4206 -1.1642764 0.8454333
4419 -1.3328241 1.2381688
2158 -1.0416484 -1.128653
5657 -0.972699 0.056300223
1587 -0.9889384 0.04838891
310 -1.2170414 1.13055
3225 -1.0266657 0.16910341
2221 -0.9937475 -0.3114386
2424 -0.8833706 -0.51760036
335 -0.9564409 0.2226437
3466 -0.95344573 -0.121011525
1832 -0.9934059 -0.42797711
2267 -0.9453112 0.110998474
4154 -0.96529603 -0.38054445
2599 -1.1580971 0.74114573
3266 -1.0538132 0.39989018
1564 -1.4661158 1.4849913
3805 -0.88874865 -0.370983
1389 -1.2791829 1.1774555
1015 -1.1545091 -1.5505166
6171 -1.0974432 0.5814791
4502 -0.9567332 0.305741
3859 -0.9314598 0.06491149
825 -0.9371119 -0.24911898
6239 -1.2693882 -1.673463
1707 -0.92985225 -0.50753695
3346 -0.9292553 -0.42633954
3092 -0.9575608 -0.09419957
1366 -0.95065594 -0.19445735
4738 -0.87340415 -0.19676718
1002 -0.9644987 -0.10783817
3865 -0.98559785 -0.86228853
4407 -0.9793837 0.41548416
6023 -1.0208814 0.24036032
4292 -0.9919954 -0.47726715
3634 -0.9281568 -0.31726933
1204 -0.98410165 -0.90903217
3933 -1.052765 0.48501253
5207 -0.9517848 -0.010640178
2070 -1.1054138 0.8093532
930 -1.4715412 1.5026681
949 -0.9508825 -0.41736355
1440 -1.0199875 0.25045595
1380 -0.8808054 -0.18106401
2794 -0.9130684 0.0016709229
1654 -0.9668676 -0.3103814
6296 -0.94791913 -0.6442283
5226 -1.0252435 0.410842
2732 -0.98698074 0.26516604
2260 -0.95048314 -0.14399275
2562 -1.0663521 -1.1721989
2992 -1.0483394 -1.0479144
1411 -1.0887426 0.72028524
5241 -0.993566 -0.43453556
2903 -1.1241689 0.7776557
6062 -0.9716452 -0.10298064
1108 -0.86804545 -0.1429283
654 -1.0271468 -0.9037961
1758 -1.0527427 0.5671836
3503 -1.038053 0.34470472
101 -1.5291818 1.4911189
4340 -0.9650512 -0.03233048
2702 -0.9422789 -0.8814811
5504 -0.9088875 -0.42776304
4390 -0.99978197 0.37875807
4170 -0.99572706 -0.25766286
1033 -0.98907185 -0.011888821
1029 -1.4968721 1.569214
1138 -1.0008997 0.13402742
5385 -0.98996866 -0.7293898
1276 -1.2045805 -1.6017135
197 -1.3249066 -1.6782919
6124 -0.8937057 -0.046277326
6070 -0.8877409 -0.69558567
1569 -0.98797816 -0.83534104
3790 -0.9081902 -0.3032888
1674 -1.1721864 1.0615097
3337 -1.029582 0.21207541
370 -1.0020429 0.45712888
1855 -0.99675983 -0.4163508
5318 -0.97255623 0.058068525
1659 -0.9333062 -0.49168852
1880 -0.96675676 -0.61054075
348 -0.95259786 -0.14328858
4424 -1.0339763 0.15820865
3549 -0.9652746 -0.43901822
1013 -1.0058862 -0.8159579
2087 -0.991743 0.14879216
3475 -0.9927663 -0.6601668
5304 -1.0181069 0.3803724
3988 -0.9521984 -0.43821377
4191 -0.96057224 -0.3485443
656 -0.96855634 -0.3386377
6293 -1.0713497 -1.14391
321 -1.0306704 0.3115783
3233 -1.3469255 1.2495717
4378 -1.01377 -1.0951507
635 -0.9084113 0.101755455
6258 -1.1635993 -1.4549233
2299 -0.92871034 -0.3060968
2134 -0.9812936 0.09467315
5007 -1.0869251 -1.3043686
1591 -0.98679215 0.02821013
3719 -0.92997056 -0.527544
4215 -0.9772588 -0.44451007
4479 -0.9677591 -0.11317985
3863 -0.9727208 -0.59830683
5941 -1.0313528 0.49324143
1005 -0.9671122 0.04808075
3967 -1.0415915 0.43775076
4111 -1.2398486 1.1249733
1699 -0.9580505 0.08077101
1633 -1.1561887 -1.4662194
1566 -0.9372387 -0.16512838
4815 -0.8623863 0.10101588
4769 -1.0844307 0.69215184
5253 -1.0884392 -1.2345903
1068 -0.93680763 -0.1013463
6196 -0.95200664 0.2500195
1135 -1.5421528 1.5254924
2241 -1.0290521 0.49292532
4282 -0.9413348 -0.3125134
6125 -0.9325269 -0.113886945
1811 -0.94526154 -0.30064794
4735 -0.97939545 -0.99261045
3142 -1.7480485 1.8145938
767 -0.9327919 -0.43664873
508 -0.98235095 -0.72641665
3037 -1.008257 0.07672434
4388 -1.2094065 0.9773754
801 -0.93393135 -0.11000454
2068 -0.966015 -0.2671784
1891 -0.975271 -0.03664619
3341 -0.92857826 0.21933971
4382 -1.4033352 1.3388438
5897 -0.84529924 -0.39164746
577 -0.9677316 -0.54364485
867 -0.95232886 -0.027166007
507 -1.3107074 1.1822773
952 -1.1151923 -1.4135101
5175 -0.982113 -0.7487521
4766 -0.9815756 -0.6287022
1698 -0.99341613 0.4022333
4193 -0.89659905 -0.4816728
3061 -1.2383713 1.0495476
5196 -0.9737517 0.4323791
2506 -0.9505241 -0.3871867
4235 -0.9422977 -0.06325859
398 -0.92470706 0.107360266
1735 -1.0494223 0.36374223
1782 -0.99083 -0.43283403
4784 -1.0989798 0.83057714
2453 -1.4738936 1.4595288
1752 -0.973656 -0.44422808
1307 -0.91831374 0.22667591
4935 -0.97170895 0.24499434
4443 -0.98169553 0.33154514
4144 -0.9235916 -0.6829371
2452 -0.9466414 -0.56806517
87 -0.99414057 -0.46605948
4319 -1.0084406 0.4027841
5200 -1.0247554 0.535973
1098 -1.3844243 -1.9853315
363 -1.0341866 -0.85321575
3281 -1.1098769 -1.3001308
4932 -1.0053532 -0.93706304
5645 -1.0781733 -1.1849625
2607 -0.98670477 0.3774242
1379 -1.0237594 0.14262599
3244 -0.9318048 0.09816441
382 -0.8883402 -0.24408612
4721 -0.99619883 0.453557
2796 -1.4323366 1.4277242
3887 -0.9520717 -0.39496377
1459 -1.0203359 -0.15743512
830 -1.4363155 1.3621345
2465 -1.2951635 1.1181604
4593 -0.9766486 -0.32544932
485 -1.5233023 1.5544248
1365 -0.90810907 -0.2277669
5753 -0.9497521 -0.85866356
1370 -0.94767094 -0.37704715
5129 -0.9192435 -0.1807369
5063 -0.9195063 -0.0186014
1883 -0.9276658 0.09073379
5168 -0.9689961 -0.90490294
1346 -1.0410953 0.27455762
3295 -0.9177203 -0.12035479
60 -1.0666754 -1.1187308
4204 -1.0939653 -1.1258059
2350 -1.3708616 1.3141439
1404 -0.9267606 -0.31956127
5276 -1.0159327 -0.79188544
537 -1.2220212 -1.6779612
2332 -0.95172906 0.0034310431
3934 -1.0629221 0.48460653
2474 -1.028197 -0.33831418
1401 -1.0056626 0.28009382
2318 -1.0145404 -1.1619252
4122 -1.0480757 -0.8111946
5154 -0.9544552 -0.22397518
4070 -0.9840276 0.013244833
5794 -0.9317547 -0.31105083
439 -1.0286516 0.50268453
62 -1.0510409 0.4323521
1431 -1.4171855 1.3813777
1387 -1.0017221 -0.11331318
5807 -1.0431933 -1.0570002
3573 -1.081986 0.6177332
613 -1.0732706 0.70001006
2032 -1.3592814 1.3256133
946 -1.347957 1.2688092
2460 -1.0584488 0.24051358
5187 -1.0084424 -0.847419
5075 -0.9576432 -0.55926806
3920 -0.9246292 -0.28402868
5552 -0.9356289 -0.3112617
997 -0.9602268 -0.41634417
4903 -0.9480357 0.37942496
98 -1.0909277 0.37635025
6141 -0.9694628 -0.43308565
5811 -0.99448985 -0.6885343
4875 -0.97493565 -0.015477668
2797 -1.3507547 1.2810763
579 -1.0156513 0.063341014
55 -0.9558531 -0.5100079
2172 -0.98954976 -0.027431833
4693 -0.98754954 0.23285195
3222 -1.131097 -1.3917173
3514 -1.0299455 0.373293
4417 -0.94512045 0.066373795
2313 -1.4827331 1.4919368
105 -0.96530974 0.292414
2523 -0.9806918 -0.30118394
2300 -0.949354 -0.42116207
4445 -1.6561519 1.7216533
5939 -1.0070504 -0.19748591
5096 -1.0016347 0.34797817
2253 -0.933313 -0.5548501
5538 -1.0121653 0.2211942
5982 -0.99114543 -0.53687525
1987 -0.97352725 -1.0430894
1234 -0.943507 -0.31679544
986 -1.4287915 1.3559778
3528 -1.0152997 -0.9180922
4665 -0.9720613 -0.41044566
167 -1.5049682 1.4631462
6111 -0.952693 -0.116503805
5716 -1.02574 -1.206383
4695 -0.99854535 -0.2002315
2336 -0.9988441 -0.6246868
1141 -1.0262679 0.42236346
1742 -0.9210774 -0.5191629
283 -0.9657706 -0.6743928
1089 -0.99009705 -0.29190353
3742 -0.9865919 -0.048175752
1920 -0.93526065 -0.11444751
3791 -1.0022197 0.3837569
5763 -1.0986179 -1.3405178
3966 -0.9890262 -0.83637756
787 -1.1669115 -1.5110435
1971 -0.9373839 0.0037590056
4245 -1.0474931 0.2904974
1094 -1.4351656 1.4754717
5486 -0.9583154 -0.03127766
339 -1.3457202 1.2230192
4060 -1.0395774 -1.0668705
3568 -0.91201806 -0.0306506
2808 -0.93796545 0.0072674993
3412 -0.9246961 -0.56359065
5682 -1.0101194 -0.8102902
5272 -1.1398225 -1.3044584
3776 -1.1096385 -1.2329065
4139 -0.9942967 0.012006587
5472 -1.0937412 0.69213754
4914 -0.9744868 0.0072422135
2622 -1.0435109 0.3501117
611 -0.91506827 -0.2997207
2938 -0.96325684 -0.025598584
6038 -0.94237125 0.05440071
2733 -1.3987877 1.2834028
1111 -0.9504759 -0.48767185
3269 -1.3518895 1.2558093
4782 -0.9938516 -0.75243
61 -0.90243614 -0.33861312
2790 -1.4059402 1.3895217
828 -0.96500057 -0.38594112
620 -0.89109886 -0.28174183
314 -1.7513331 1.8668499
4073 -0.9640396 -0.80198914
1843 -0.9394167 -0.31485027
5440 -1.155902 0.9362251
907 -0.9758121 0.1518421
4650 -0.9185193 0.1098105
151 -0.9700465 0.04699539
5074 -0.9674004 -0.25660023
5956 -0.93956435 -0.5671234
5750 -0.9911212 -0.8881227
5067 -1.0391188 -1.1523173
2991 -0.94098574 -0.4463901
5012 -0.9796913 0.22388642
701 -0.9870713 0.23863186
4228 -1.1029508 0.54744655
4062 -0.94039786 -0.2922141
2751 -1.6507438 1.7119293
3557 -0.9523462 -0.4372119
4826 -0.8960929 -0.3214421
431 -1.0103137 -0.8815984
3344 -0.95488286 0.115535274
3428 -0.98912597 0.005632202
2529 -1.0616047 0.40668428
647 -1.027988 -0.4467619
2779 -1.4347978 1.4047264
2886 -1.4691128 1.3724648
938 -0.9384559 -0.34094718
1414 -1.4577458 1.4236045
978 -1.2987473 1.2951592
1657 -1.2175068 -1.4578834
57 -1.0393832 -0.96792656
5065 -1.0005769 -0.8698823
1021 -0.8695657 -0.19015972
961 -0.9695562 0.06945404
193 -0.9971829 0.14061263
5585 -0.95957315 -0.19073433
2958 -0.95012105 -0.4279479
1786 -1.2492713 1.0784165
3010 -1.0350139 0.49583277
6155 -0.99815804 -0.90050834
4689 -0.99455935 0.25974455
5824 -1.0004512 -1.0307946
4741 -0.96961164 0.06681582
628 -1.6926032 1.7371373
3078 -0.967778 -0.53837734
3660 -0.97360474 0.5433773
3521 -0.93708855 0.21396576
4643 -0.94477683 -0.37841272
1981 -1.285511 -1.7781988
5151 -0.97904336 -0.044448067
5131 -1.0595096 -1.017769
5615 -0.87843704 -0.18754818
1117 -1.002018 0.47651035
284 -0.9616047 -0.12460224
6276 -0.99807763 -0.92032844
1904 -1.4453899 1.3676449
1561 -1.3122197 1.2673123
1301 -1.0257334 0.352409
2195 -1.0138028 -0.7144905
1910 -0.97594935 -0.6261623
4107 -0.980082 -0.061620306
5531 -0.9505699 -0.043287445
5572 -0.9577375 -0.7956601
1575 -0.9513086 -0.29697746
5423 -1.0316136 -0.9841918
5147 -0.9069682 0.27889535
919 -1.4443283 1.4307289
3383 -1.0172431 -0.81030124
4312 -0.9249412 -0.06525422
2145 -0.9664021 -0.4412099
1625 -1.0472654 0.073054306
2716 -0.9563751 0.26343614
499 -1.2086071 0.9661106
3488 -1.0446953 -0.98331
4164 -1.371463 1.340438
4566 -0.9715258 -0.1674732
4217 -1.3000748 1.287538
4441 -1.0339378 -0.91720307
39 -0.91913766 0.02847111
2043 -1.1519967 0.873526
4297 -1.411114 1.4085811
634 -0.96096176 0.3951081
3041 -0.97984004 -0.09288476
2552 -0.9914571 -0.11071219
2225 -0.9371435 0.09003885
65 -1.030785 -0.99044096
4790 -0.95087785 -0.25389954
2578 -0.9739772 0.47255787
811 -0.8660955 -0.28269306
3705 -0.98737 -0.8810816
415 -0.9364599 -0.6306728
3496 -0.9685738 -0.8315285
2414 -0.9740992 0.015366506
6063 -1.0394037 -0.9888631
345 -1.2002379 0.9766792
2329 -1.0277613 -0.003908752
4800 -0.9474587 -0.60985434
3098 -1.0132967 -0.794456
3470 -1.0641773 -1.1643108
172 -1.6259803 1.6561904
4533 -0.95065784 0.28233653
4606 -0.9162304 -0.050295573
5625 -1.0668014 -0.94275033
4242 -0.99401176 -0.70468515
2828 -0.9262352 -0.43532732
680 -1.1073227 0.71884716
1839 -0.9867673 0.012510735
3309 -0.9139902 -0.42012045
5724 -1.6726159 1.7479905
4176 -0.9917718 -0.28738025
3192 -1.3864427 1.2925417
2709 -0.98072517 -0.65912557
2822 -1.5990839 1.6426805
5616 -0.99517184 -0.12180703
4733 -0.9944666 0.13741343
2596 -0.94831866 0.3645199
5404 -0.9313677 0.14228673
563 -1.1420776 -1.2874025
2546 -1.3748001 1.2885833
6229 -0.913829 -0.13692872
3542 -1.0036807 -0.38993087
4778 -0.91496503 -0.14327224
4444 -1.0187227 -0.9640577
4255 -1.1829325 -1.6619582
3343 -1.0325909 -0.6231046
1701 -0.9088016 -0.33943188
4208 -1.069027 0.6252104
5083 -0.9699962 0.059692588
1331 -0.94290644 -0.13999933
1703 -1.0360929 -0.8152244
3831 -0.9322347 -0.17984365
3333 -1.0163587 -0.5779682
2385 -0.9803554 -0.344104
1688 -1.0034301 -0.6965274
3390 -1.0816894 -0.98675555
5104 -1.0172516 0.01425351
5509 -1.1384212 -1.4894876
209 -0.99170226 -0.8975301
2887 -0.8566734 -0.33262327
4021 -1.0158314 -0.7510084
6016 -1.1223414 0.7925215
2407 -1.2557613 1.1034048
3364 -0.90651643 -0.18163007
3998 -0.9678292 -0.06593061
896 -1.1412543 -1.434284
3946 -1.4739552 1.5125264
66 -1.0394889 0.3836819
3552 -1.48187 1.4399192
1426 -0.8730453 -0.12486713
3369 -0.97249085 -0.026426582
3700 -0.9845705 -0.09819297
4463 -0.9757092 -0.34225824
2428 -0.94337696 -0.16508086
1585 -0.9448671 0.010410733
1520 -1.0021613 -1.08762
1281 -0.9865734 -0.05753276
1192 -0.95956695 0.0069826473
1929 -1.100625 0.8921231
5677 -1.0788817 -1.2165071
5965 -1.0699558 -1.3881841
5045 -0.9659198 -0.5572136
3137 -1.2926087 1.1412805
1602 -1.5244968 1.5687203
1200 -0.9795354 -0.25826964
5990 -0.9235087 -0.28111038
3284 -1.1563824 -1.312631
1478 -0.9642144 -0.77805847
6245 -1.005114 0.43275654
4303 -1.3156981 1.1744065
5651 -0.89288616 0.15229842
4152 -1.0897583 0.81102383
5410 -0.92396915 0.060852453
477 -0.976098 -0.31947556
359 -1.05487 0.38240197
190 -0.98392314 -0.37707746
3985 -1.048689 -0.88791984
2503 -1.1272099 0.6472327
4587 -1.0022117 -0.93805236
5058 -0.93208045 0.15715273
1403 -0.9785214 0.33510876
6170 -0.8747236 -0.021133125
6262 -1.0869175 -1.2570202
4669 -1.0384568 0.28736374
4146 -1.0900657 -1.2491891
5029 -1.1399995 0.84308654
5066 -0.97285354 -0.06278285
1237 -1.2647189 -1.6769416
766 -0.9957281 0.106202155
3810 -0.8784655 0.074482076
3236 -1.5159461 1.5091144
720 -1.6550429 1.7687609
6123 -0.9663972 0.38904926
4330 -1.379751 1.3008361
2548 -1.4414152 1.3742867
5847 -1.269591 -1.7766876
6110 -0.98015314 -0.41772702
4033 -0.9828551 -0.17886692
1519 -1.0048735 0.21921913
5326 -1.0644828 0.48421353
5613 -0.9723817 -0.2593602
5886 -0.9929478 -0.0635921
195 -1.5450205 1.557308
990 -1.5168526 1.4903572
5830 -1.047106 0.3291706
4810 -1.2096969 0.9857925
5952 -0.93066204 -0.7381582
5854 -1.111623 -1.0907222
4833 -1.0952857 0.5161112
1055 -1.0064907 0.3140295
2748 -0.9796755 0.278831
3398 -1.011054 -1.0336419
607 -0.9616974 -0.4917676
1497 -0.90149343 -0.19876951
2743 -0.94795996 -0.23847687
2075 -0.88789994 -0.05742386
5183 -0.9526308 -0.74153584
1793 -1.1879487 -1.6190875
6269 -1.3041568 -1.8133891
1836 -0.96424687 -0.56894904
5925 -0.94876724 -0.32011294
1608 -1.0953745 0.47811773
6095 -0.95252484 -0.10006488
4536 -0.919852 -0.53337896
5608 -0.9579409 -0.90123576
1739 -1.4956928 1.4906054
4196 -1.6109824 1.6584074
4246 -1.0082988 -0.12511568
2829 -1.1069707 0.8447396
5727 -1.0382813 0.50234944
2464 -0.9703378 -0.11739904
5221 -0.9690655 -0.14694607
4160 -1.3824087 1.3138031
4381 -0.9975716 -0.01853836
5603 -1.0075951 0.5572481
2003 -0.9943636 -0.72612333
6078 -0.9592982 0.03127156
571 -1.0134023 -0.4237354
2819 -1.5282086 1.4923291
6251 -0.9530277 -0.3650465
682 -1.0129098 -0.32246688
1780 -1.0427628 0.2745873
6186 -0.88558584 -0.57819486
5619 -0.9889732 0.12514593
5306 -0.92593735 -0.5597096
1815 -0.9653995 -0.3364292
378 -1.7773769 1.9345611
1903 -0.91301733 -0.12843934
1816 -1.2362974 1.1635733
3246 -0.95329195 -0.7293542
2939 -1.0030193 0.06643591
5495 -0.91744834 -0.6505528
1247 -1.0428023 -0.7266961
3459 -1.462164 1.4197044
1848 -0.8989149 -0.16030103
1118 -0.91725105 -0.38647315
4343 -0.9596023 -0.11543326
5951 -0.99298966 -0.3572215
1260 -1.1236973 0.6613666
1240 -0.9917974 -0.8802765
4867 -0.94919026 0.054079056
2047 -1.5388733 1.4903961
836 -0.94533026 0.0017328747
5413 -0.9754327 -0.10336987
5224 -0.96445525 0.174897
343 -1.5092247 1.5058234
1155 -0.98830575 -0.1822834
218 -0.9833768 0.020111788
430 -0.9719873 -0.7699204
1174 -1.013133 -0.0096916
3208 -1.0451865 0.48098066
737 -0.9552118 -0.08175019
3560 -0.9801213 0.33121827
764 -0.9692998 -0.029244356
4140 -0.94874847 0.23343852
4187 -1.6899773 1.7696023
4032 -1.5640354 1.6292874
5457 -0.98558325 -0.010748542
845 -1.456831 1.4574462
5931 -0.96172005 -0.72448176
1847 -0.9784628 0.18656111
1057 -0.9676374 0.26136917
1144 -1.5763216 1.6316302
4420 -0.94755334 -0.015138124
3373 -1.5944061 1.7338544
1172 -0.94721264 0.0610845
5907 -1.2899454 -1.888954
6102 -0.89028203 -0.0012289861
1091 -1.0864251 0.7371831
1023 -1.0017678 -0.4466685
2922 -1.2938955 1.1344879
5909 -1.0290136 -0.74447167
3943 -0.9605277 -0.28483295
410 -1.0018071 -1.0388399
5629 -0.9307662 -0.038347874
4598 -1.2310938 1.1098176
3919 -1.0293244 0.5364004
2066 -1.4403833 1.406141
194 -1.0211222 -1.2113832
4257 -1.6569605 1.7824024
1259 -1.5695752 1.6012459
1457 -0.98984694 0.062012773
3060 -0.9641751 -0.075459495
2659 -1.0068964 0.03477745
5227 -1.0004396 0.56380796
1740 -0.9559712 -0.4256798
4263 -1.0612115 0.53402495
3034 -0.92980015 -0.048379913
1193 -1.1161659 0.9560303
3844 -0.9636675 -0.35703576
1288 -1.0060643 -0.035976175
4885 -1.0056338 -0.05102479
1205 -0.96630925 -0.020200914
3913 -0.9180632 -0.34622177
5761 -0.8713908 -0.30504668
5905 -0.99398476 -0.45976016
2096 -1.5019904 1.532406
4449 -0.91330016 -0.4987979
4057 -1.0239834 -0.77948684
2388 -0.9499248 -0.19356059
44 -0.9390628 -0.05954532
4200 -0.9762869 0.19137406
2718 -0.98066187 -0.017818222
3009 -1.5111853 1.5896703
241 -0.9705727 -0.3406361
1061 -1.0321815 0.016358223
1369 -0.96306163 -0.54234093
5742 -0.87882936 -0.913544
1356 -0.98959476 -0.72050655
3703 -0.98435867 -0.47687232
5014 -1.65509 1.7370989
225 -0.92973894 -0.30702135
505 -1.4330697 1.3941324
1572 -0.96333104 0.41754314
2873 -1.6887244 1.8032821
5921 -0.96303123 -0.019333363
3135 -0.9477578 0.14215618
4113 -1.6977867 1.7894272
5028 -0.9559901 0.015769087
1484 -0.9318493 0.07961746
2492 -1.0795448 0.47716027
481 -1.4986464 1.4694134
6015 -0.93060756 -0.06393126
4306 -1.5127094 1.4952793
2530 -0.9139071 -0.45815542
4822 -0.8572704 -0.2945345
2459 -0.9560395 0.04138942
68 -0.998131 -0.08733787
923 -0.87845224 0.17640088
4973 -0.9874095 0.2996025
3163 -0.9330772 -0.2759012
1820 -0.9674594 -0.019191084
372 -0.93905705 -0.40101898
4244 -0.91296464 -0.38413212
5936 -0.95700675 0.3541051
3460 -1.0408484 -0.974829
3059 -1.747122 1.8308337
6081 -1.0474837 0.38382572
3127 -0.9658307 -0.5682975
4353 -1.4673653 1.5081078
5238 -0.9298023 -0.06276821
3338 -0.9956339 -0.37753466
4585 -1.0056696 -0.19984972
2627 -1.7924541 1.9314085
5366 -0.99338645 -0.42087445
1870 -0.937137 -0.25226077
1154 -0.9530621 -0.068239555
5464 -1.0280435 -0.74240303
4051 -1.6125543 1.6925405
4103 -1.2489083 1.0300064
4636 -1.69676 1.8104491
1409 -1.7034436 1.7689602
4751 -1.5893701 1.6117553
377 -1.7238824 1.8220073
2295 -0.9509164 -0.5286752
1207 -0.96682495 -0.08085739
4937 -0.93403983 -0.49440816
1544 -1.0019097 -0.098455384
1700 -1.0172073 -0.69052494
1323 -0.96935874 0.13328019
621 -0.91248536 -0.6645744
4452 -0.9770213 -0.045708857
2463 -1.0787431 0.76659346
1562 -0.9187217 0.2311574
6046 -1.1758269 1.0443417
29 -1.0249677 0.105724424
3564 -0.99090445 -0.5937218
3011 -1.1493143 0.7833291
5026 -0.9361827 -0.1556676
3929 -0.9848901 -0.6462235
1310 -1.4992062 1.5327692
1746 -0.899705 -0.028665343
1673 -0.9116905 -0.459565
1676 -1.7988999 1.942802
2699 -1.5285863 1.4777019
5452 -1.4372913 1.4046193
4577 -1.0302265 0.4202606
4635 -0.9713699 -0.46996677
450 -1.0999126 -1.2615563
2986 -1.8535769 2.0340137
3843 -1.5077145 1.5226426
2304 -0.99623466 -0.38900894
4421 -0.94964564 -0.14838806
5623 -0.7864926 -0.46795186
202 -1.120093 -1.2670586
5082 -0.8720943 -0.32012194
5443 -1.0987641 -1.2665217
690 -0.94985837 -0.2853277
1729 -1.0110254 0.26661298
425 -1.6587576 1.7294458
6180 -0.89363056 -0.50753194
4896 -0.991497 0.5258259
2510 -1.0293895 0.38046157
2629 -1.1377615 0.8440297
1394 -2.022694 2.2705567
3032 -1.7284071 1.8342651
5783 -0.8972979 -0.014604163
5981 -0.96529377 0.004232335
120 -1.6585919 1.7527212
2146 -1.8959928 2.093709
1082 -1.7136779 1.850793
1176 -1.5126473 1.4587631
1932 -0.9588406 -0.3624196
